legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,aviary_id,avian_id,uid,call_number,archival_collection,other_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,creator_characteristic,creator_characteristic_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,conservation_note,accessibility_note,accessibility_uri,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes,addition_set
,isudirectories068,isudirectories,complex,,0,,,,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c001_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c001_th.jpg,,,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/pdf/isudirectories001.pdf,"Students' directory: spring semester, 1901",https://n2t.net/ark:/87292/w91r6n73x,,,,LD2538 I58x,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,Iowa State College,http://id.loc.gov/authorities/names/n82049648,,,,,,,,,"This directory from Iowa State College for the spring 1901 semester contains an alphabetized list of students' names and their residence locations, and advertisements from Ames-area businesses directed at students.",,eng,1900s,,,Iowa State College,http://id.loc.gov/authorities/names/n82049648,College students,http://id.worldcat.org/fast/867976,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03637,-93.69834,WGS 84,removed staples,,,68 pages,,,directories,https://vocab.getty.edu/aat/300026234,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1901,2025-05-01,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories000,isudirectories,child,isudirectories068,1,isudirectories001_c001.tif,isudirectories001_c001.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c001.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c001_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c001_th.jpg,,,,,Front cover,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories001,isudirectories,child,isudirectories068,2,isudirectories001_c002.tif,isudirectories001_c002.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c002.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c002_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c002_th.jpg,,,,,Inside cover,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories002,isudirectories,child,isudirectories068,3,isudirectories001_c003.tif,isudirectories001_c003.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c003.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c003_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c003_th.jpg,,,,,Page 1,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories003,isudirectories,child,isudirectories068,4,isudirectories001_c004.tif,isudirectories001_c004.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c004.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c004_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c004_th.jpg,,,,,Page 2,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories004,isudirectories,child,isudirectories068,5,isudirectories001_c005.tif,isudirectories001_c005.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c005.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c005_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c005_th.jpg,,,,,Page 3,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories005,isudirectories,child,isudirectories068,6,isudirectories001_c006.tif,isudirectories001_c006.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c006.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c006_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c006_th.jpg,,,,,Page 4,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories006,isudirectories,child,isudirectories068,7,isudirectories001_c007.tif,isudirectories001_c007.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c007.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c007_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c007_th.jpg,,,,,Page 5,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories007,isudirectories,child,isudirectories068,8,isudirectories001_c008.tif,isudirectories001_c008.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c008.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c008_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c008_th.jpg,,,,,Page 6,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories008,isudirectories,child,isudirectories068,9,isudirectories001_c009.tif,isudirectories001_c009.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c009.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c009_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c009_th.jpg,,,,,Page 7,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories009,isudirectories,child,isudirectories068,10,isudirectories001_c010.tif,isudirectories001_c010.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c010.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c010_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c010_th.jpg,,,,,Page 8,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories010,isudirectories,child,isudirectories068,11,isudirectories001_c011.tif,isudirectories001_c011.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c011.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c011_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c011_th.jpg,,,,,Page 9,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories011,isudirectories,child,isudirectories068,12,isudirectories001_c012.tif,isudirectories001_c012.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c012.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c012_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c012_th.jpg,,,,,Page 10,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories012,isudirectories,child,isudirectories068,13,isudirectories001_c013.tif,isudirectories001_c013.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c013.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c013_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c013_th.jpg,,,,,Page 11,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories013,isudirectories,child,isudirectories068,14,isudirectories001_c014.tif,isudirectories001_c014.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c014.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c014_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c014_th.jpg,,,,,Page 12,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories014,isudirectories,child,isudirectories068,15,isudirectories001_c015.tif,isudirectories001_c015.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c015.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c015_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c015_th.jpg,,,,,Page 13,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories015,isudirectories,child,isudirectories068,16,isudirectories001_c016.tif,isudirectories001_c016.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c016.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c016_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c016_th.jpg,,,,,Page 14,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories016,isudirectories,child,isudirectories068,17,isudirectories001_c017.tif,isudirectories001_c017.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c017.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c017_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c017_th.jpg,,,,,Page 15,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories017,isudirectories,child,isudirectories068,18,isudirectories001_c018.tif,isudirectories001_c018.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c018.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c018_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c018_th.jpg,,,,,Page 16,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories018,isudirectories,child,isudirectories068,19,isudirectories001_c019.tif,isudirectories001_c019.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c019.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c019_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c019_th.jpg,,,,,Page 17,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories019,isudirectories,child,isudirectories068,20,isudirectories001_c020.tif,isudirectories001_c020.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c020.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c020_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c020_th.jpg,,,,,Page 18,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories020,isudirectories,child,isudirectories068,21,isudirectories001_c021.tif,isudirectories001_c021.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c021.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c021_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c021_th.jpg,,,,,Page 19,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories021,isudirectories,child,isudirectories068,22,isudirectories001_c022.tif,isudirectories001_c022.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c022.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c022_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c022_th.jpg,,,,,Page 20,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories022,isudirectories,child,isudirectories068,23,isudirectories001_c023.tif,isudirectories001_c023.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c023.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c023_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c023_th.jpg,,,,,Page 21,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories023,isudirectories,child,isudirectories068,24,isudirectories001_c024.tif,isudirectories001_c024.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c024.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c024_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c024_th.jpg,,,,,Page 22,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories024,isudirectories,child,isudirectories068,25,isudirectories001_c025.tif,isudirectories001_c025.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c025.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c025_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c025_th.jpg,,,,,Page 23,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories025,isudirectories,child,isudirectories068,26,isudirectories001_c026.tif,isudirectories001_c026.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c026.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c026_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c026_th.jpg,,,,,Page 24,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories026,isudirectories,child,isudirectories068,27,isudirectories001_c027.tif,isudirectories001_c027.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c027.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c027_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c027_th.jpg,,,,,Page 25,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories027,isudirectories,child,isudirectories068,28,isudirectories001_c028.tif,isudirectories001_c028.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c028.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c028_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c028_th.jpg,,,,,Page 26,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories028,isudirectories,child,isudirectories068,29,isudirectories001_c029.tif,isudirectories001_c029.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c029.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c029_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c029_th.jpg,,,,,Page 27,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories029,isudirectories,child,isudirectories068,30,isudirectories001_c030.tif,isudirectories001_c030.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c030.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c030_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c030_th.jpg,,,,,Page 28,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories030,isudirectories,child,isudirectories068,31,isudirectories001_c031.tif,isudirectories001_c031.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c031.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c031_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c031_th.jpg,,,,,Page 29,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories031,isudirectories,child,isudirectories068,32,isudirectories001_c032.tif,isudirectories001_c032.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c032.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c032_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c032_th.jpg,,,,,Page 30,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories032,isudirectories,child,isudirectories068,33,isudirectories001_c033.tif,isudirectories001_c033.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c033.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c033_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c033_th.jpg,,,,,Page 31,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
,isudirectories033,isudirectories,child,isudirectories068,34,isudirectories001_c034.tif,isudirectories001_c034.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/isudirectories001_c034.jpg,,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/small/isudirectories001_c034_sm.jpg,https://digitalcollections.lib.iastate.edu/digital-objects/isudirectories/thumbs/isudirectories001_c034_th.jpg,,,,,Page 32,,,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa State University Directories,https://n2t.net/ark:/87292/w9q81505f,,,reformatted digital; Digitized with Plustek OpticBook A300,,Batch01
